jahr,bfs_nummer,bfs_bezeichnung,administrative_ebene,indikator,wirtschaftssektor,anzahl
2017,2881,Arboldswil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2017,2883,Bretzwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2017,2883,Bretzwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2017,2883,Bretzwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2017,2884,Diegten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,6
2017,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2017,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2017,2885,Eptingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2017,2886,Hölstein,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2017,2886,Hölstein,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,9
2017,2887,Lampenberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2017,2888,Langenbruck,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2017,2888,Langenbruck,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2017,2888,Langenbruck,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2017,2889,Lauwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2017,2889,Lauwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2017,2890,Liedertswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2017,2891,Niederdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2017,2891,Niederdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2017,2891,Niederdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2017,2893,Reigoldswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2017,2893,Reigoldswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2017,2894,Titterten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2017,2894,Titterten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2017,2894,Titterten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2017,2895,Waldenburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2016,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,9
2016,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,64
2016,2762,Allschwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,9
2016,2762,Allschwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,66
2016,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,6
2016,2765,Binningen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2016,2765,Binningen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,61
2016,2766,Birsfelden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2016,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2016,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,26
2016,2767,Bottmingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,5
2016,2767,Bottmingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,13
2016,2768,Ettingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2016,2768,Ettingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,18
2016,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,7
2016,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,47
2016,2770,Muttenz,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,9
2016,2770,Muttenz,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,46
2016,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2016,2775,Therwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,33
2016,2775,Therwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2016,2775,Therwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,44
2016,2781,Blauen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2016,2781,Blauen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2016,2784,Dittingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2016,2784,Dittingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2016,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2016,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2016,2786,Grellingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2016,2786,Grellingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,7
2016,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2016,2789,Nenzlingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2016,2789,Nenzlingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2016,2790,Roggenburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2016,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2016,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2016,2792,Wahlen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2016,2792,Wahlen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2016,2822,Augst,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2016,2822,Augst,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2016,2822,Augst,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2016,2823,Bubendorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,11
2016,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2016,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,14
2016,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,12
2016,2825,Füllinsdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2016,2825,Füllinsdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,14
2016,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2016,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2016,2826,Giebenach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2016,2828,Lausen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,19
2016,2828,Lausen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2016,2828,Lausen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,10
2016,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2016,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2016,2830,Lupsingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2016,2830,Lupsingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2016,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,16
2016,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,39
2016,2831,Pratteln,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,10
2016,2831,Pratteln,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,38
2016,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2016,2841,Anwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2016,2841,Anwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2016,2841,Anwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2016,2841,Anwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2016,2842,Böckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2016,2842,Böckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2016,2843,Buckten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2016,2844,Buus,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2016,2844,Buus,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2861,Sissach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2014,2861,Sissach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,27
2014,2861,Sissach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2861,Sissach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,18
2014,2862,Tecknau,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2862,Tecknau,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2862,Tecknau,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2863,Tenniken,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2864,Thürnen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2864,Thürnen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2014,2864,Thürnen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2865,Wenslingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2865,Wenslingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2866,Wintersingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2867,Wittinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2867,Wittinsburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2014,2867,Wittinsburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2867,Wittinsburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2881,Arboldswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2881,Arboldswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2014,2882,Bennwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2882,Bennwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2883,Bretzwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2884,Diegten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2884,Diegten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,6
2014,2884,Diegten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2885,Eptingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2885,Eptingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2886,Hölstein,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2887,Lampenberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2887,Lampenberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2887,Lampenberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2888,Langenbruck,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2889,Lauwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2889,Lauwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2889,Lauwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2890,Liedertswil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2891,Niederdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2891,Niederdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,11
2014,2894,Titterten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2894,Titterten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2762,Allschwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,15
2013,2762,Allschwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,58
2013,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,23
2013,2763,Arlesheim,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2763,Arlesheim,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,30
2013,2765,Binningen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,71
2013,2765,Binningen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,6
2013,2765,Binningen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,73
2013,2766,Birsfelden,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,36
2013,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,21
2013,2767,Bottmingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2767,Bottmingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,21
2013,2768,Ettingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2768,Ettingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,14
2013,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,41
2013,2769,Münchenstein,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,12
2013,2769,Münchenstein,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,44
2013,2770,Muttenz,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,55
2013,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,12
2013,2772,Pfeffingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2772,Pfeffingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,10
2013,2774,Schönenbuch,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2774,Schönenbuch,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2774,Schönenbuch,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2774,Schönenbuch,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2013,2775,Therwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2013,2775,Therwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,25
2013,2775,Therwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2775,Therwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,26
2013,2781,Blauen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2781,Blauen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2781,Blauen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2781,Blauen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2782,Brislach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2782,Brislach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2013,2782,Brislach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2782,Brislach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2013,2784,Dittingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2784,Dittingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2784,Dittingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2784,Dittingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2013,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2785,Duggingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2785,Duggingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2013,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2013,2786,Grellingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2786,Grellingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2013,2787,Laufen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2787,Laufen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,15
2013,2787,Laufen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2013,2787,Laufen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,20
2013,2788,Liesberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2788,Liesberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2013,2788,Liesberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2788,Liesberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2789,Nenzlingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2789,Nenzlingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2790,Roggenburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2790,Roggenburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2013,2790,Roggenburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2790,Roggenburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2013,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2013,2791,Röschenz,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2791,Röschenz,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2013,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2792,Wahlen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2792,Wahlen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2013,2821,Arisdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2821,Arisdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,6
2013,2822,Augst,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2822,Augst,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2822,Augst,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2822,Augst,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2013,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2013,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,14
2013,2823,Bubendorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2823,Bubendorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,11
2013,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2013,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,22
2013,2824,Frenkendorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,5
2013,2824,Frenkendorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,18
2013,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,15
2013,2825,Füllinsdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2013,2825,Füllinsdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,14
2013,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2826,Giebenach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2826,Giebenach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2827,Hersberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2827,Hersberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2828,Lausen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2828,Lausen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,18
2013,2828,Lausen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2828,Lausen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,15
2013,2829,Liestal,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2013,2829,Liestal,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,51
2013,2829,Liestal,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2013,2829,Liestal,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,48
2013,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2830,Lupsingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2830,Lupsingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,13
2013,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,38
2013,2831,Pratteln,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,7
2013,2831,Pratteln,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,38
2013,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2832,Ramlinsburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2832,Ramlinsburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2013,2833,Seltisberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2833,Seltisberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2841,Anwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2841,Anwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2841,Anwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2013,2841,Anwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2842,Böckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2013,2842,Böckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2842,Böckten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2842,Böckten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2013,2843,Buckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2013,2843,Buckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2013,2843,Buckten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2013,2843,Buckten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
